"covariateId","covariateName","analysisId","conceptId","covariateValue"
14003,"age group:  70 -  74",3,0,3.3094231103463
16003,"age group:  80 -  84",3,0,3.27219393645509
15003,"age group:  75 -  79",3,0,3.17838309860956
17003,"age group:  85 -  89",3,0,3.14689832249597
13003,"age group:  65 -  69",3,0,2.94828548155035
12003,"age group:  60 -  64",3,0,2.73628599303404
18003,"age group:  90 -  94",3,0,2.66445335101237
11003,"age group:  55 -  59",3,0,2.31490324248459
10003,"age group:  50 -  54",3,0,2.12117514839522
9003,"age group:  45 -  49",3,0,1.62112908602697
8003,"age group:  40 -  44",3,0,1.45407764639331
19003,"age group:  95 -  99",3,0,1.3177038024664
7003,"age group:  35 -  39",3,0,1.13516052538194
3003,"age group:  15 -  19",3,0,-0.742819767935824
6003,"age group:  30 -  34",3,0,0.708060778587874
8507001,"gender = MALE",1,8507,0.540652454066909
5003,"age group:  25 -  29",3,0,-0.0417415519457355
21003,"age group: 105 - 109",3,0,0
4003,"age group:  20 -  24",3,0,0
20003,"age group: 100 - 104",3,0,0
8532001,"gender = FEMALE",1,8532,0
