"covariateId","covariateName","analysisId","conceptId","covariateValue"
12003,"age group:  60 -  64",3,0,3.61793244677804
11003,"age group:  55 -  59",3,0,2.80930337972629
10003,"age group:  50 -  54",3,0,2.3324429018037
9003,"age group:  45 -  49",3,0,1.82760699843633
5003,"age group:  25 -  29",3,0,-1.12293412629988
7003,"age group:  35 -  39",3,0,0.883027524814534
8003,"age group:  40 -  44",3,0,0.665641936994928
8507001,"gender = MALE",1,8507,0.580726000379736
6003,"age group:  30 -  34",3,0,0.0927858097125711
3003,"age group:  15 -  19",3,0,-0.0584343654253136
4003,"age group:  20 -  24",3,0,0
8532001,"gender = FEMALE",1,8532,0
