"covariateId","covariateName","analysisId","conceptId","covariateValue"
5003,"age group:  25 -  29",3,0,-6.19778915669876
19003,"age group:  95 -  99",3,0,5.52986676178818
20003,"age group: 100 - 104",3,0,5.4905133433404
21003,"age group: 105 - 109",3,0,5.39500479560317
18003,"age group:  90 -  94",3,0,5.19553049017897
17003,"age group:  85 -  89",3,0,4.85916625294856
16003,"age group:  80 -  84",3,0,4.39327691180233
15003,"age group:  75 -  79",3,0,3.78894056516966
14003,"age group:  70 -  74",3,0,3.05901071191006
3003,"age group:  15 -  19",3,0,-2.72296602228662
13003,"age group:  65 -  69",3,0,2.29696196498773
6003,"age group:  30 -  34",3,0,-1.9576245469391
12003,"age group:  60 -  64",3,0,1.59131532050932
8003,"age group:  40 -  44",3,0,-1.16519043842086
7003,"age group:  35 -  39",3,0,-0.94934095807807
11003,"age group:  55 -  59",3,0,0.801542685913847
8507001,"gender = MALE",1,8507,0.481988376234632
9003,"age group:  45 -  49",3,0,-0.356266700729442
10003,"age group:  50 -  54",3,0,0.189011899604928
4003,"age group:  20 -  24",3,0,0
8532001,"gender = FEMALE",1,8532,0
