"covariateId","covariateName","analysisId","conceptId","covariateValue"
3003,"age group:  15 -  19",3,0,-4.00543676871995
11003,"age group:  55 -  59",3,0,3.52290170384824
12003,"age group:  60 -  64",3,0,3.38742216660773
9003,"age group:  45 -  49",3,0,3.16972259128816
10003,"age group:  50 -  54",3,0,3.10179367231287
7003,"age group:  35 -  39",3,0,2.6803515918313
6003,"age group:  30 -  34",3,0,2.25809758739934
8003,"age group:  40 -  44",3,0,1.89330083908146
5003,"age group:  25 -  29",3,0,1.58673553211125
8507001,"gender = MALE",1,8507,0.943870245552236
4003,"age group:  20 -  24",3,0,0
8532001,"gender = FEMALE",1,8532,0
