"covariateId","covariateName","analysisId","conceptId","covariateValue"
20003,"age group: 100 - 104",3,0,3.39665711194179
21003,"age group: 105 - 109",3,0,3.33932797964908
19003,"age group:  95 -  99",3,0,3.22249752372697
18003,"age group:  90 -  94",3,0,3.0010721246702
17003,"age group:  85 -  89",3,0,2.56988971017831
16003,"age group:  80 -  84",3,0,2.12400470720409
15003,"age group:  75 -  79",3,0,1.58040363092584
14003,"age group:  70 -  74",3,0,0.822950275583192
8507001,"gender = MALE",1,8507,0.520155100859464
13003,"age group:  65 -  69",3,0,0
8532001,"gender = FEMALE",1,8532,0
