"covariateId","covariateName","analysisId","conceptId","covariateValue"
20003,"age group: 100 - 104",3,0,5.32829820346389
16003,"age group:  80 -  84",3,0,3.6089060571959
17003,"age group:  85 -  89",3,0,3.59815032091545
14003,"age group:  70 -  74",3,0,3.26867506099977
15003,"age group:  75 -  79",3,0,3.25279888609476
19003,"age group:  95 -  99",3,0,2.962065508875
6003,"age group:  30 -  34",3,0,-2.79522497388833
18003,"age group:  90 -  94",3,0,2.75434027110004
13003,"age group:  65 -  69",3,0,2.49169925196563
3003,"age group:  15 -  19",3,0,-1.70280491141194
11003,"age group:  55 -  59",3,0,1.47377503732123
12003,"age group:  60 -  64",3,0,1.46629246719707
10003,"age group:  50 -  54",3,0,1.19299631692301
9003,"age group:  45 -  49",3,0,1.07160026555482
5003,"age group:  25 -  29",3,0,0.501043492012518
7003,"age group:  35 -  39",3,0,-0.466263617420036
8507001,"gender = MALE",1,8507,0.304292175027212
8003,"age group:  40 -  44",3,0,0.0964398009431308
21003,"age group: 105 - 109",3,0,0
4003,"age group:  20 -  24",3,0,0
8532001,"gender = FEMALE",1,8532,0
