"covariateId","covariateName","analysisId","conceptId","covariateValue"
12003,"age group:  60 -  64",3,0,2.82031977557808
11003,"age group:  55 -  59",3,0,2.54366893188215
10003,"age group:  50 -  54",3,0,2.10135362375247
9003,"age group:  45 -  49",3,0,1.73307939406358
8003,"age group:  40 -  44",3,0,1.65939562443331
7003,"age group:  35 -  39",3,0,1.31805416201841
6003,"age group:  30 -  34",3,0,0.885277932522899
8507001,"gender = MALE",1,8507,0.742934369052474
3003,"age group:  15 -  19",3,0,-0.550882857075182
4003,"age group:  20 -  24",3,0,0
5003,"age group:  25 -  29",3,0,0
8532001,"gender = FEMALE",1,8532,0
