"covariateId","covariateName","analysisId","conceptId","covariateValue"
12003,"age group:  60 -  64",3,0,2.88007007231487
11003,"age group:  55 -  59",3,0,2.56912893690133
10003,"age group:  50 -  54",3,0,2.31708167866452
9003,"age group:  45 -  49",3,0,1.90073030507829
8003,"age group:  40 -  44",3,0,1.5895305259471
7003,"age group:  35 -  39",3,0,1.5684073934565
6003,"age group:  30 -  34",3,0,1.02159332902526
8507001,"gender = MALE",1,8507,0.780278135325789
3003,"age group:  15 -  19",3,0,-0.619066118152884
5003,"age group:  25 -  29",3,0,-0.0280079338158353
4003,"age group:  20 -  24",3,0,0
8532001,"gender = FEMALE",1,8532,0
