"covariateId","covariateName","analysisId","conceptId","covariateValue"
12003,"age group:  60 -  64",3,0,3.21790176104218
11003,"age group:  55 -  59",3,0,2.46419911354377
10003,"age group:  50 -  54",3,0,2.15587485651054
6003,"age group:  30 -  34",3,0,-1.32301706567809
7003,"age group:  35 -  39",3,0,-1.30452272903695
9003,"age group:  45 -  49",3,0,1.26914780645595
8507001,"gender = MALE",1,8507,0.954154196479592
3003,"age group:  15 -  19",3,0,-0.227351976813395
4003,"age group:  20 -  24",3,0,0
5003,"age group:  25 -  29",3,0,0
8003,"age group:  40 -  44",3,0,0
8532001,"gender = FEMALE",1,8532,0
