"covariateId","covariateName","analysisId","conceptId","covariateValue"
14003,"age group:  70 -  74",3,0,3.68744214660176
16003,"age group:  80 -  84",3,0,3.64791670973085
17003,"age group:  85 -  89",3,0,3.52072454074341
15003,"age group:  75 -  79",3,0,3.49803267210756
13003,"age group:  65 -  69",3,0,3.40223282671053
12003,"age group:  60 -  64",3,0,3.04699955083013
18003,"age group:  90 -  94",3,0,2.83125671132562
11003,"age group:  55 -  59",3,0,2.80854300583284
10003,"age group:  50 -  54",3,0,2.52685470702656
9003,"age group:  45 -  49",3,0,2.06565241642758
8003,"age group:  40 -  44",3,0,1.86925200212857
7003,"age group:  35 -  39",3,0,1.79248916218663
19003,"age group:  95 -  99",3,0,1.60152888060039
6003,"age group:  30 -  34",3,0,1.07335665511138
8507001,"gender = MALE",1,8507,0.560993593526179
3003,"age group:  15 -  19",3,0,-0.511962938336576
5003,"age group:  25 -  29",3,0,0.266497709983193
21003,"age group: 105 - 109",3,0,0
4003,"age group:  20 -  24",3,0,0
20003,"age group: 100 - 104",3,0,0
8532001,"gender = FEMALE",1,8532,0
