"covariateId","covariateName","analysisId","conceptId","covariateValue"
20003,"age group: 100 - 104",3,0,5.5170889173458
19003,"age group:  95 -  99",3,0,4.97615328684637
18003,"age group:  90 -  94",3,0,4.23942543721855
16003,"age group:  80 -  84",3,0,4.03410237623523
17003,"age group:  85 -  89",3,0,3.97940901519534
14003,"age group:  70 -  74",3,0,3.61859434146137
15003,"age group:  75 -  79",3,0,3.60524764082903
13003,"age group:  65 -  69",3,0,3.54890305005526
12003,"age group:  60 -  64",3,0,3.34976311973992
11003,"age group:  55 -  59",3,0,2.81603470679448
6003,"age group:  30 -  34",3,0,-2.45495984007679
5003,"age group:  25 -  29",3,0,-2.43342140922786
10003,"age group:  50 -  54",3,0,1.99622419545353
9003,"age group:  45 -  49",3,0,1.72044755329202
3003,"age group:  15 -  19",3,0,-1.36626913512162
8507001,"gender = MALE",1,8507,1.07689548978962
8003,"age group:  40 -  44",3,0,0.0298563105789703
7003,"age group:  35 -  39",3,0,0.00575851816937432
21003,"age group: 105 - 109",3,0,0
4003,"age group:  20 -  24",3,0,0
8532001,"gender = FEMALE",1,8532,0
