"covariateId","covariateName","analysisId","conceptId","covariateValue"
15003,"age group:  75 -  79",3,0,3.50633163580672
17003,"age group:  85 -  89",3,0,3.48244793145509
14003,"age group:  70 -  74",3,0,3.45157308581655
16003,"age group:  80 -  84",3,0,3.43536454001514
13003,"age group:  65 -  69",3,0,3.08067279780078
12003,"age group:  60 -  64",3,0,2.91685165098838
3003,"age group:  15 -  19",3,0,-2.83856780876798
11003,"age group:  55 -  59",3,0,2.60527415939802
18003,"age group:  90 -  94",3,0,2.58699802312491
10003,"age group:  50 -  54",3,0,2.36422748472926
9003,"age group:  45 -  49",3,0,1.91951738739459
8003,"age group:  40 -  44",3,0,1.7128037957157
19003,"age group:  95 -  99",3,0,1.64759579800825
7003,"age group:  35 -  39",3,0,1.526881745694
6003,"age group:  30 -  34",3,0,1.08129538742574
8507001,"gender = MALE",1,8507,0.554123088852779
5003,"age group:  25 -  29",3,0,-0.196541984238488
21003,"age group: 105 - 109",3,0,0
4003,"age group:  20 -  24",3,0,0
20003,"age group: 100 - 104",3,0,0
8532001,"gender = FEMALE",1,8532,0
