"covariateId","covariateName","analysisId","conceptId","covariateValue"
20003,"age group: 100 - 104",3,0,6.83103854914745
21003,"age group: 105 - 109",3,0,6.68369631121809
19003,"age group:  95 -  99",3,0,6.66681940196015
18003,"age group:  90 -  94",3,0,6.41385630348598
17003,"age group:  85 -  89",3,0,6.03328933122708
16003,"age group:  80 -  84",3,0,5.59067972422643
15003,"age group:  75 -  79",3,0,5.03457592173456
14003,"age group:  70 -  74",3,0,4.28587087574881
13003,"age group:  65 -  69",3,0,3.47649150326554
12003,"age group:  60 -  64",3,0,2.71197589011664
11003,"age group:  55 -  59",3,0,1.98795279359166
5003,"age group:  25 -  29",3,0,-1.73374297898011
10003,"age group:  50 -  54",3,0,1.52558191009129
3003,"age group:  15 -  19",3,0,-1.04451617974507
9003,"age group:  45 -  49",3,0,0.878558071024675
6003,"age group:  30 -  34",3,0,-0.700403271732978
8507001,"gender = MALE",1,8507,0.546624132668041
8003,"age group:  40 -  44",3,0,-0.096349731959844
7003,"age group:  35 -  39",3,0,0.0305459347068493
4003,"age group:  20 -  24",3,0,0
8532001,"gender = FEMALE",1,8532,0
